Period,March 24, 2018 -> Today at 2:59 PM,

,Time,Butler Trail - Crenshaw Bridge PC (Urban Trail)Butler Trail - Crenshaw Bridge PC (Urban Trail),Butler Trail - South Lamar PC (Urban Trail)Butler Trail - South Lamar PC (Urban Trail),Butler Trail - North Congress PC (Urban Trail)Butler Trail - North Congress PC (Urban Trail),Butler Trail - Longhorn Dam PC (Urban Trail)Butler Trail - Longhorn Dam PC (Urban Trail),Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 1 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 1 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 2 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 2 OUT,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 3 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 3 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 4 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 4 OUT,
,Mar 26, 2018 1:45 PM,58,,84,19,17,,42,6,24,,21,7,6,,8,4,11,,13,2,
,Mar 26, 2018 2:00 PM,51,,47,38,21,,22,25,26,,10,7,3,,10,4,1,,5,2,
,Mar 26, 2018 2:15 PM,67,,132,30,16,,60,14,30,,52,9,7,,9,2,14,,11,5,
,Mar 26, 2018 2:30 PM,55,,70,13,21,,33,4,26,,28,2,4,,1,5,4,,8,2,
,Mar 26, 2018 2:45 PM,56,,52,23,20,,15,9,21,,14,3,4,,13,4,11,,10,7,
,Mar 26, 2018 3:00 PM,51,,43,14,21,,16,3,19,,17,2,5,,5,3,6,,5,6,
,Mar 26, 2018 3:15 PM,39,,54,52,12,,15,32,17,,14,15,9,,14,3,1,,11,2,
,Mar 26, 2018 3:30 PM,61,,40,25,14,,19,4,29,,16,9,7,,1,1,11,,4,11,
,Mar 26, 2018 3:45 PM,47,,41,12,15,,11,4,17,,24,3,3,,2,2,12,,4,3,
,Mar 26, 2018 4:00 PM,43,6,60,20,10,1,25,6,18,,18,11,8,3,8,2,7,2,9,1,
,Mar 26, 2018 4:15 PM,59,23,42,19,19,7,17,8,32,10,14,3,3,4,7,4,5,2,4,4,
,Mar 26, 2018 4:30 PM,135,74,62,37,26,35,27,22,91,26,16,2,8,10,6,9,10,3,13,4,
,Mar 26, 2018 4:45 PM,84,84,71,23,16,25,27,15,48,34,30,5,6,13,8,2,14,12,6,1,
,Mar 26, 2018 5:00 PM,86,94,64,29,26,38,19,7,37,38,25,9,11,12,11,5,12,6,9,8,
,Mar 26, 2018 5:15 PM,74,105,109,30,28,47,40,9,34,31,45,10,6,9,8,4,6,18,16,7,
,Mar 26, 2018 5:30 PM,60,96,96,36,18,40,37,17,20,40,45,8,9,7,5,2,13,9,9,9,
,Mar 26, 2018 5:45 PM,89,131,93,20,33,47,26,8,35,57,48,8,11,14,5,2,10,13,14,2,
,Mar 26, 2018 6:00 PM,150,125,91,37,52,53,33,14,66,48,36,12,9,12,6,4,23,12,16,7,
,Mar 26, 2018 6:15 PM,154,137,119,31,72,65,46,10,59,53,44,12,10,14,10,6,13,5,19,3,
,Mar 26, 2018 6:30 PM,143,124,129,37,50,61,44,11,68,50,62,11,11,6,8,6,14,7,15,9,
,Mar 26, 2018 6:45 PM,142,137,131,41,60,71,48,14,60,46,60,14,10,16,7,4,12,4,16,9,
,Mar 26, 2018 7:00 PM,156,139,131,23,73,65,37,8,66,44,88,11,6,19,2,1,11,11,4,3,
,Mar 26, 2018 7:15 PM,139,98,143,33,61,40,58,8,55,47,75,12,13,3,3,6,10,8,7,7,
,Mar 26, 2018 7:30 PM,118,96,147,29,56,42,52,17,44,35,82,9,9,12,5,2,9,7,8,1,
,Mar 26, 2018 7:45 PM,60,47,121,17,33,19,49,9,19,17,54,4,4,4,5,2,4,7,13,2,
,Mar 26, 2018 8:00 PM,40,30,132,26,17,11,68,17,18,9,63,5,1,6,,1,4,4,1,3,
,Mar 26, 2018 8:15 PM,16,20,77,17,7,8,51,5,5,6,15,7,2,4,6,4,2,2,5,1,
,Mar 26, 2018 8:30 PM,8,6,31,6,5,2,14,2,2,2,14,2,1,,1,,,2,2,2,
,Mar 26, 2018 8:45 PM,11,14,2,4,3,12,1,2,3,1,,,2,,,,3,1,1,2,
,Mar 26, 2018 9:00 PM,5,1,4,13,2,,,3,1,,,6,1,,2,1,1,1,2,3,
,Mar 26, 2018 9:15 PM,6,6,,1,1,1,,,1,,,,3,1,,,1,4,,1,
,Mar 26, 2018 9:30 PM,2,4,5,3,,,1,2,1,4,4,,1,,,1,,,,,
,Mar 26, 2018 9:45 PM,2,1,5,3,,1,3,,,,,,1,,1,2,1,,1,1,
,Mar 26, 2018 10:00 PM,3,,3,,1,,,,,,1,,2,,,,,,2,,
,Mar 26, 2018 10:15 PM,,,5,5,,,3,,,,2,3,,,,,,,,2,
,Mar 26, 2018 10:30 PM,1,,,2,,,,,,,,1,,,,,1,,,1,
,Mar 26, 2018 10:45 PM,1,1,2,1,,,,,1,,1,,,1,,1,,,1,,
,Mar 26, 2018 11:00 PM,,2,6,,,,,,,,,,,2,6,,,,,,
,Mar 26, 2018 11:15 PM,,3,,4,,1,,,,1,,2,,,,,,1,,2,
,Mar 26, 2018 11:30 PM,1,,1,,,,,,,,,,1,,1,,,,,,
,Mar 26, 2018 11:45 PM,,,3,2,,,,,,,,,,,,,,,3,2,
,Mar 27, 2018 12:00 AM,1,1,1,2,,,,1,,,1,,,1,,,1,,,1,
,Mar 27, 2018 12:15 AM,2,,,,,,,,,,,,,,,,2,,,,
,Mar 27, 2018 12:30 AM,1,3,,,,3,,,,,,,1,,,,,,,,
,Mar 27, 2018 12:45 AM,,,,1,,,,1,,,,,,,,,,,,,
,Mar 27, 2018 1:00 AM,,,2,,,,,,,,,,,,,,,,2,,
,Mar 27, 2018 1:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 1:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 1:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 2:00 AM,,,,1,,,,,,,,,,,,,,,,1,
,Mar 27, 2018 2:15 AM,,,,5,,,,1,,,,4,,,,,,,,,
,Mar 27, 2018 2:30 AM,,1,,,,,,,,1,,,,,,,,,,,
,Mar 27, 2018 2:45 AM,,,,1,,,,,,,,,,,,1,,,,,
,Mar 27, 2018 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 3:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 4:15 AM,,2,,,,2,,,,,,,,,,,,,,,
,Mar 27, 2018 4:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 27, 2018 4:45 AM,12,1,1,,12,,1,,,1,,,,,,,,,,,
,Mar 27, 2018 5:00 AM,14,1,1,1,,,,,14,1,1,1,,,,,,,,,
,Mar 27, 2018 5:15 AM,11,1,2,,3,,1,,8,1,1,,,,,,,,,,
,Mar 27, 2018 5:30 AM,26,7,6,3,12,4,1,,13,2,5,2,,1,,,1,,,1,
,Mar 27, 2018 5:45 AM,33,9,13,3,10,9,6,2,23,,4,,,,1,1,,,2,,
,Mar 27, 2018 6:00 AM,39,17,17,21,9,15,7,2,29,2,10,19,,,,,1,,,,
,Mar 27, 2018 6:15 AM,28,15,12,10,13,8,6,,15,7,6,10,,,,,,,,,
,Mar 27, 2018 6:30 AM,43,28,21,3,18,7,7,2,24,21,14,1,1,,,,,,,,
,Mar 27, 2018 6:45 AM,61,36,25,4,34,20,5,2,25,16,18,,1,,2,,1,,,2,
,Mar 27, 2018 7:00 AM,53,31,31,4,25,11,17,1,26,16,11,1,1,1,,2,1,3,3,,
,Mar 27, 2018 7:15 AM,53,33,21,19,24,15,7,6,21,13,13,9,2,1,1,4,6,4,,,
,Mar 27, 2018 7:30 AM,50,30,31,21,18,17,20,10,32,10,9,5,,2,1,3,,1,1,3,
,Mar 27, 2018 7:45 AM,76,39,32,15,28,20,14,7,32,15,7,5,10,2,6,1,6,2,5,2,
,Mar 27, 2018 8:00 AM,75,57,23,4,28,37,9,3,36,17,9,1,6,2,3,,5,1,2,,
,Mar 27, 2018 8:15 AM,70,43,29,21,29,20,6,10,33,19,17,3,4,3,1,5,4,1,5,3,
,Mar 27, 2018 8:30 AM,79,55,49,9,42,24,15,4,26,22,26,5,10,4,3,,1,5,5,,
,Mar 27, 2018 8:45 AM,87,44,39,15,35,22,10,6,45,20,16,6,4,2,4,2,3,,9,1,
,Mar 27, 2018 9:00 AM,78,41,30,6,40,14,10,5,29,19,12,,2,4,2,,7,4,6,1,
,Mar 27, 2018 9:15 AM,77,62,34,14,31,29,8,5,39,26,15,4,6,5,4,3,1,2,7,2,
,Mar 27, 2018 9:30 AM,71,45,38,11,33,19,17,3,30,22,16,4,3,4,2,2,5,,3,2,
,Mar 27, 2018 9:45 AM,88,70,40,17,35,38,16,9,38,27,18,1,10,2,4,6,5,3,2,1,
,Mar 27, 2018 10:00 AM,68,51,57,9,26,21,19,4,36,26,20,4,4,3,6,,2,1,12,1,
,Mar 27, 2018 10:15 AM,84,49,38,22,36,21,16,7,41,19,19,5,3,7,2,1,4,2,1,9,
,Mar 27, 2018 10:30 AM,91,73,40,13,40,35,15,5,39,22,18,4,6,8,5,2,6,8,2,2,
,Mar 27, 2018 10:45 AM,92,76,51,20,26,33,23,6,49,34,19,5,10,3,,8,7,6,9,1,
,Mar 27, 2018 11:00 AM,83,68,50,23,38,27,26,5,29,29,19,12,7,7,2,2,9,5,3,4,
,Mar 27, 2018 11:15 AM,64,81,41,13,30,44,11,2,25,25,17,4,5,9,6,1,4,3,7,6,
,Mar 27, 2018 11:30 AM,91,68,38,14,38,23,15,6,41,31,18,3,5,10,3,1,7,4,2,4,
,Mar 27, 2018 11:45 AM,64,67,56,12,25,29,19,2,23,23,28,2,9,9,5,4,7,6,4,4,
,Mar 27, 2018 12:00 PM,75,68,47,19,27,34,14,3,41,27,16,11,3,4,11,1,4,3,6,4,
,Mar 27, 2018 12:15 PM,88,67,50,14,33,31,10,5,38,29,19,1,10,3,5,5,7,4,16,3,
,Mar 27, 2018 12:30 PM,94,56,35,15,44,14,15,5,40,28,17,3,7,7,2,2,3,7,1,5,
,Mar 27, 2018 12:45 PM,63,68,56,12,23,33,22,3,34,22,26,2,1,11,5,3,5,2,3,4,
,Mar 27, 2018 1:00 PM,62,67,67,9,31,34,34,4,20,14,22,2,7,9,7,2,4,10,4,1,
,Mar 27, 2018 1:15 PM,57,46,42,10,32,23,16,4,21,13,13,1,2,6,9,3,2,4,4,2,
,Mar 27, 2018 1:30 PM,57,41,32,23,24,13,12,4,23,10,12,11,2,15,2,1,8,3,6,7,
,Mar 27, 2018 1:45 PM,38,39,40,14,21,13,14,7,10,17,13,2,3,3,2,3,4,6,11,2,
,Mar 27, 2018 2:00 PM,47,22,42,14,15,15,14,2,22,6,19,3,5,,2,6,5,1,7,3,
,Mar 27, 2018 2:15 PM,39,47,25,7,16,24,13,2,17,10,8,3,3,10,3,,3,3,1,2,
,Mar 27, 2018 2:30 PM,41,27,38,15,11,8,18,10,21,13,12,1,6,2,,1,3,4,8,3,
,Mar 27, 2018 2:45 PM,32,35,31,8,14,20,7,5,11,10,9,,5,4,11,1,2,1,4,2,
,Mar 27, 2018 3:00 PM,45,41,29,,15,8,12,,22,19,8,,2,11,7,,6,3,2,,
,Mar 27, 2018 3:15 PM,37,43,35,8,10,22,6,1,20,8,16,3,5,11,3,2,2,2,10,2,
,Mar 27, 2018 3:30 PM,39,16,29,12,17,6,17,4,19,7,8,3,2,2,1,,1,1,3,5,
,Mar 27, 2018 3:45 PM,48,35,25,22,22,19,10,1,22,9,10,8,3,,3,2,1,7,2,11,
,Mar 27, 2018 4:00 PM,43,42,29,25,16,19,12,4,17,13,11,6,4,7,2,3,6,3,4,12,
,Mar 27, 2018 4:15 PM,74,65,35,14,22,28,13,2,33,18,12,7,7,14,2,,12,5,8,5,
,Mar 27, 2018 4:30 PM,134,46,44,27,30,20,11,17,90,18,16,2,7,6,8,4,7,2,9,4,
,Mar 27, 2018 4:45 PM,70,52,67,51,26,25,19,29,31,18,23,8,4,3,13,8,9,6,12,6,
,Mar 27, 2018 5:00 PM,80,73,51,20,27,40,19,6,35,24,21,7,10,4,7,2,8,5,4,5,
,Mar 27, 2018 5:15 PM,99,49,94,22,31,20,37,10,48,18,36,7,8,7,4,,12,4,17,5,
,Mar 27, 2018 5:30 PM,92,73,59,17,48,36,16,6,33,32,25,5,1,1,5,3,10,4,13,3,
,Mar 27, 2018 5:45 PM,89,57,36,14,31,23,18,5,46,29,14,5,6,2,1,4,6,3,3,,
,Mar 27, 2018 6:00 PM,104,45,37,12,36,23,16,5,56,22,16,3,6,,4,,6,,1,4,
,Mar 27, 2018 6:15 PM,58,37,32,12,27,24,10,4,24,11,17,6,3,1,3,,4,1,2,2,
,Mar 27, 2018 6:30 PM,36,31,31,9,17,10,12,3,16,15,16,2,1,3,2,,2,3,1,4,
,Mar 27, 2018 6:45 PM,42,13,39,13,20,8,17,2,19,5,20,10,2,,,,1,,2,1,
,Mar 27, 2018 7:00 PM,20,17,34,5,11,8,9,2,9,6,22,3,,3,2,,,,1,,
,Mar 27, 2018 7:15 PM,16,14,19,3,6,6,5,1,6,4,13,2,2,1,,,2,3,1,,
,Mar 27, 2018 7:30 PM,24,12,33,6,15,3,15,3,5,3,17,2,2,5,1,1,2,1,,,
,Mar 27, 2018 7:45 PM,7,8,21,6,3,1,15,2,1,4,5,2,1,3,,1,2,,1,1,
,Mar 27, 2018 8:00 PM,11,10,13,1,5,3,6,,5,4,7,1,,,,,1,3,,,
,Mar 27, 2018 8:15 PM,4,1,2,2,,,,,3,,2,2,,1,,,1,,,,
,Mar 27, 2018 8:30 PM,3,3,4,2,2,1,2,1,1,2,2,,,,,,,,,1,
,Mar 27, 2018 8:45 PM,1,2,1,,,2,1,,1,,,,,,,,,,,,
,Mar 27, 2018 9:00 PM,3,,3,3,2,,1,1,1,,2,,,,,1,,,,1,
,Mar 27, 2018 9:15 PM,1,,3,1,1,,1,,,,2,1,,,,,,,,,
,Mar 27, 2018 9:30 PM,,2,7,,,2,1,,,,6,,,,,,,,,,
,Mar 27, 2018 9:45 PM,1,,,2,1,,,1,,,,,,,,,,,,1,
,Mar 27, 2018 10:00 PM,3,,,1,2,,,,,,,,1,,,,,,,1,
,Mar 27, 2018 10:15 PM,,4,6,3,,2,2,,,2,4,2,,,,1,,,,,
,Mar 27, 2018 10:30 PM,1,,13,,1,,9,,,,4,,,,,,,,,,
,Mar 27, 2018 10:45 PM,1,,3,1,1,,2,,,,1,,,,,1,,,,,
,Mar 27, 2018 11:00 PM,1,,1,4,,,,,1,,1,3,,,,,,,,1,
,Mar 27, 2018 11:15 PM,,,1,1,,,,,,,1,,,,,,,,,1,
,Mar 27, 2018 11:30 PM,,,1,,,,1,,,,,,,,,,,,,,
,Mar 27, 2018 11:45 PM,,,2,1,,,1,,,,1,1,,,,,,,,,
,Mar 28, 2018 12:00 AM,1,,2,1,1,,,,,,2,1,,,,,,,,,
,Mar 28, 2018 12:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 12:30 AM,,,1,,,,,,,,1,,,,,,,,,,
,Mar 28, 2018 12:45 AM,,,,2,,,,,,,,2,,,,,,,,,
,Mar 28, 2018 1:00 AM,,,,1,,,,,,,,1,,,,,,,,,
,Mar 28, 2018 1:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 1:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 1:45 AM,,,,2,,,,2,,,,,,,,,,,,,
,Mar 28, 2018 2:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 2:15 AM,,1,,1,,1,,,,,,,,,,1,,,,,
,Mar 28, 2018 2:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 2:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 3:00 AM,,,7,,,,7,,,,,,,,,,,,,,
,Mar 28, 2018 3:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 4:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 4:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 5:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 5:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 5:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 5:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 28, 2018 6:00 AM,4,,2,,3,,1,,1,,1,,,,,,,,,,
,Mar 28, 2018 6:15 AM,,,2,,,,2,,,,,,,,,,,,,,
,Mar 28, 2018 6:30 AM,6,3,2,,1,,1,,5,3,,,,,1,,,,,,
,Mar 28, 2018 6:45 AM,12,6,1,1,8,6,,,4,,1,1,,,,,,,,,
,Mar 28, 2018 7:00 AM,17,4,6,3,7,,4,1,9,3,1,1,1,,1,1,,1,,,
,Mar 28, 2018 7:15 AM,9,8,8,,5,5,5,,4,3,3,,,,,,,,,,
,Mar 28, 2018 7:30 AM,6,3,2,1,6,,,,,2,2,,,1,,,,,,1,
,Mar 28, 2018 7:45 AM,10,3,14,3,6,1,7,1,4,1,5,2,,,,,,1,2,,
,Mar 28, 2018 8:00 AM,14,4,12,1,5,2,5,,6,1,5,,2,1,,1,1,,2,,
,Mar 28, 2018 8:15 AM,10,2,15,2,2,2,4,,6,,8,2,2,,2,,,,1,,
,Mar 28, 2018 8:30 AM,38,5,10,3,22,3,5,2,15,2,5,1,,,,,1,,,,
,Mar 28, 2018 8:45 AM,21,10,18,4,15,5,9,3,3,5,8,1,1,,,,2,,1,,
,Mar 28, 2018 9:00 AM,24,15,12,4,8,10,6,3,14,5,6,1,1,,,,1,,,,
,Mar 28, 2018 9:15 AM,26,19,14,1,12,11,6,,11,8,6,1,3,,,,,,2,,
,Mar 28, 2018 9:30 AM,22,19,10,6,11,14,2,2,10,4,8,3,,,,1,1,1,,,
,Mar 28, 2018 9:45 AM,31,17,21,2,12,9,9,1,19,8,10,1,,,1,,,,1,,
,Mar 28, 2018 10:00 AM,32,14,15,5,15,12,4,2,15,2,8,1,1,,1,1,1,,2,1,
,Mar 28, 2018 10:15 AM,14,20,8,,5,14,5,,9,6,3,,,,,,,,,,
,Mar 28, 2018 10:30 AM,12,6,3,3,8,3,,2,4,3,3,1,,,,,,,,,
,Mar 28, 2018 10:45 AM,3,7,6,,,4,1,,3,3,5,,,,,,,,,,
,Mar 28, 2018 11:00 AM,2,6,2,,1,6,1,,1,,1,,,,,,,,,,
,Mar 28, 2018 11:15 AM,2,,1,,,,,,1,,1,,1,,,,,,,,
,Mar 28, 2018 11:30 AM,2,,,,,,,,2,,,,,,,,,,,,
,Mar 28, 2018 11:45 AM,5,2,1,1,2,,,,3,2,1,,,,,,,,,1,
,Mar 28, 2018 12:00 PM,7,4,1,,4,3,,,3,1,1,,,,,,,,,,
,Mar 28, 2018 12:15 PM,6,3,4,,3,2,2,,3,1,2,,,,,,,,,,
,Mar 28, 2018 12:30 PM,5,3,5,1,2,3,,,3,,5,1,,,,,,,,,
,Mar 28, 2018 12:45 PM,8,6,4,1,2,3,2,,6,3,,1,,,2,,,,,,
,Mar 28, 2018 1:00 PM,8,9,9,1,5,6,2,,2,3,7,1,1,,,,,,,,
,Mar 28, 2018 1:15 PM,10,5,5,,4,2,1,,5,2,4,,,1,,,1,,,,
,Mar 28, 2018 1:30 PM,10,7,7,3,4,4,4,3,6,3,3,,,,,,,,,,
,Mar 28, 2018 1:45 PM,15,13,8,3,6,10,3,1,8,3,5,,1,,,1,,,,1,
,Mar 28, 2018 2:00 PM,8,12,17,2,4,5,6,,4,7,11,1,,,,,,,,1,
,Mar 28, 2018 2:15 PM,18,9,14,3,13,5,8,,2,3,5,1,2,,1,,1,1,,2,
,Mar 28, 2018 2:30 PM,15,20,17,8,4,12,8,4,8,5,8,3,2,1,1,,1,2,,1,
,Mar 28, 2018 2:45 PM,21,7,12,2,4,4,3,1,14,3,6,1,1,,3,,2,,,,
,Mar 28, 2018 3:00 PM,14,13,13,12,6,8,6,2,7,4,5,5,1,1,1,2,,,1,3,
,Mar 28, 2018 3:15 PM,26,19,11,4,9,8,1,3,14,8,5,1,2,3,,,1,,5,,
,Mar 28, 2018 3:30 PM,21,17,18,2,10,4,6,,7,5,11,1,1,2,,,3,6,1,1,
,Mar 28, 2018 3:45 PM,40,28,21,5,19,13,15,1,17,12,5,1,4,,,1,,3,1,2,
,Mar 28, 2018 4:00 PM,37,20,26,3,14,12,9,,15,4,13,2,5,4,4,,3,,,1,
,Mar 28, 2018 4:15 PM,40,34,22,14,9,19,9,6,27,11,11,5,2,1,2,2,2,3,,1,
,Mar 28, 2018 4:30 PM,121,24,31,6,23,11,16,3,95,10,2,1,2,3,10,1,1,,3,1,
,Mar 28, 2018 4:45 PM,59,31,32,21,24,16,13,11,32,13,15,4,,,,2,3,2,4,4,
,Mar 28, 2018 5:00 PM,75,33,43,12,31,15,18,4,35,15,19,3,5,1,5,1,4,2,1,4,
,Mar 28, 2018 5:15 PM,61,49,38,29,28,32,16,9,27,15,19,8,4,1,2,2,2,1,1,10,
,Mar 28, 2018 5:30 PM,75,59,48,16,24,24,16,6,43,32,26,5,3,,5,3,5,3,1,2,
,Mar 28, 2018 5:45 PM,111,70,56,20,45,42,28,7,51,23,19,9,7,2,4,,8,3,5,4,
,Mar 28, 2018 6:00 PM,80,66,76,23,39,42,33,4,36,21,32,14,2,1,7,4,3,2,4,1,
,Mar 28, 2018 6:15 PM,95,48,67,20,33,25,23,6,52,14,34,8,7,6,5,1,3,3,5,5,
,Mar 28, 2018 6:30 PM,118,67,84,21,49,35,44,6,56,22,22,8,6,6,11,3,7,4,7,4,
,Mar 28, 2018 6:45 PM,133,69,73,17,85,34,24,8,41,28,41,4,3,5,5,1,4,2,3,4,
,Mar 28, 2018 7:00 PM,83,48,52,12,44,23,21,3,30,16,26,7,4,4,2,,5,5,3,2,
,Mar 28, 2018 7:15 PM,52,32,143,16,24,15,88,4,20,11,52,10,5,4,2,,3,2,1,2,
,Mar 28, 2018 7:30 PM,48,39,136,18,21,15,68,6,21,18,65,9,3,5,2,3,3,1,1,,
,Mar 28, 2018 7:45 PM,36,23,93,6,16,8,63,5,17,7,25,1,1,7,2,,2,1,3,,
,Mar 28, 2018 8:00 PM,21,14,25,7,11,5,11,3,7,3,8,2,1,2,1,1,2,4,5,1,
,Mar 28, 2018 8:15 PM,27,9,7,5,6,7,2,1,8,2,5,,13,,,2,,,,2,
,Mar 28, 2018 8:30 PM,8,3,4,6,6,,3,6,2,3,1,,,,,,,,,,
,Mar 28, 2018 8:45 PM,4,2,8,7,1,2,2,3,1,,5,4,1,,1,,1,,,,
,Mar 28, 2018 9:00 PM,2,1,6,5,1,,3,1,,1,3,1,,,,2,1,,,1,
,Mar 28, 2018 9:15 PM,3,6,4,5,,4,1,,1,2,3,5,,,,,2,,,,
,Mar 28, 2018 9:30 PM,2,,,2,1,,,2,1,,,,,,,,,,,,
,Mar 28, 2018 9:45 PM,2,,,,1,,,,1,,,,,,,,,,,,
,Mar 28, 2018 10:00 PM,4,,3,,3,,1,,,,2,,1,,,,,,,,
,Mar 28, 2018 10:15 PM,,2,,3,,,,1,,2,,,,,,,,,,2,
,Mar 28, 2018 10:30 PM,,,1,2,,,,,,,1,1,,,,,,,,1,
,Mar 28, 2018 10:45 PM,2,,,1,1,,,,,,,1,1,,,,,,,,
,Mar 28, 2018 11:00 PM,,,,2,,,,,,,,1,,,,,,,,1,
,Mar 28, 2018 11:15 PM,,,,1,,,,,,,,,,,,,,,,1,
,Mar 28, 2018 11:30 PM,4,,1,,3,,,,1,,1,,,,,,,,,,
,Mar 28, 2018 11:45 PM,6,,1,1,4,,1,,2,,,1,,,,,,,,,
,Mar 29, 2018 12:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 12:15 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 12:30 AM,,,,2,,,,2,,,,,,,,,,,,,
,Mar 29, 2018 12:45 AM,,1,,2,,,,,,,,1,,,,1,,1,,,
,Mar 29, 2018 1:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 1:15 AM,,,1,,,,,,,,,,,,,,,,1,,
,Mar 29, 2018 1:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 1:45 AM,1,1,1,2,,1,,2,,,1,,,,,,1,,,,
,Mar 29, 2018 2:00 AM,,1,,,,,,,,,,,,1,,,,,,,
,Mar 29, 2018 2:15 AM,,,,2,,,,,,,,1,,,,,,,,1,
,Mar 29, 2018 2:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 2:45 AM,,,,1,,,,,,,,,,,,,,,,1,
,Mar 29, 2018 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 3:15 AM,,,,1,,,,,,,,1,,,,,,,,,
,Mar 29, 2018 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 4:15 AM,,,2,,,,2,,,,,,,,,,,,,,
,Mar 29, 2018 4:30 AM,,,,,,,,,,,,,,,,,,,,,
,Mar 29, 2018 4:45 AM,12,,,,11,,,,1,,,,,,,,,,,,
,Mar 29, 2018 5:00 AM,5,,2,,,,,,5,,2,,,,,,,,,,
,Mar 29, 2018 5:15 AM,20,5,2,4,3,4,1,,17,1,1,2,,,,,,,,2,
,Mar 29, 2018 5:30 AM,17,1,13,1,6,1,9,,11,,4,,,,,,,,,1,
,Mar 29, 2018 5:45 AM,37,12,2,,22,10,,,15,2,2,,,,,,,,,,
,Mar 29, 2018 6:00 AM,48,18,7,6,21,13,1,1,26,5,6,5,,,,,1,,,,
,Mar 29, 2018 6:15 AM,40,16,17,4,18,11,8,,21,5,9,4,1,,,,,,,,
,Mar 29, 2018 6:30 AM,78,31,17,3,38,17,7,1,39,13,10,2,1,1,,,,,,,
,Mar 29, 2018 6:45 AM,68,23,18,6,43,12,7,3,23,10,10,2,2,1,,1,,,1,,
,Mar 29, 2018 7:00 AM,51,23,31,2,29,9,21,2,21,14,10,,1,,,,,,,,
